Source Name	Material Type	Term Source REF	Characteristics[OrganismPart]	Term Source REF	Characteristics[Organism]	Characteristics[DiseaseState]	Term Source REF	Characteristics[ClinicalInformation]	Characteristics[BioSourceProvider]	Description	Protocol REF	Sample Name	Material Type	Term Source REF	Protocol REF	Protocol REF	Extract Name	Material Type	Term Source REF	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[DISEASESTATE]	Term Source REF	Factor Value[CELLLINE]	Factor Value[CLINICALINFORMATION]	Factor Value[BIOSOURCEPROVIDER]	Factor Value[ORGANISMPART]	Term Source REF
SEM - Replicate 2	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Acute Lymphoblastic Leukemia	NCI Thesaurus	ICDO: 42	DSMZ	CatalogNumber: ACC 546	P-MTAB-1063	SEM - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SEM-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 740.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 740	A-AFFY-44	P-MTAB-1068	SEM _SS392714_HG-U133_Plus_2_HCHP-201531_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SEM _SS392714_HG-U133_Plus_2_HCHP-201531_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Acute Lymphoblastic Leukemia	NCI Thesaurus	SEM	ICDO: 42	DSMZ	Hematopoietic and Lymphatic System	NCI Thesaurus
SEM - Replicate 3	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Precursor B-Lymphoblastic Leukemia	NCI Thesaurus	ICDO: 42	DSMZ	CatalogNumber: ACC 546	P-MTAB-1063	SEM - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SEM-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 741.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 741	A-AFFY-44	P-MTAB-1068	SEM _SS392715_HG-U133_Plus_2_HCHP-201532_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SEM _SS392715_HG-U133_Plus_2_HCHP-201532_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Precursor B-Lymphoblastic Leukemia	NCI Thesaurus	SEM	ICDO: 42	DSMZ	Hematopoietic and Lymphatic System	NCI Thesaurus
SH4 - Replicate 3	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-7724	P-MTAB-1063	SH4 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SH4-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 742.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 742	A-AFFY-44	P-MTAB-1068	SH-4_SS287017_HG-U133_Plus_2_HCHP-174005_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SH-4_SS287017_HG-U133_Plus_2_HCHP-174005_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SH4	ICDO: 44	ATCC	Skin	NCI Thesaurus
SH4 - Replicate 2	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-7724	P-MTAB-1063	SH4 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SH4-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 743.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 743	A-AFFY-44	P-MTAB-1068	SH-4_SS287018_HG-U133_Plus_2_HCHP-174006_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SH-4_SS287018_HG-U133_Plus_2_HCHP-174006_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SH4	ICDO: 44	ATCC	Skin	NCI Thesaurus
SH4 - Replicate 1	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-7724	P-MTAB-1063	SH4 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SH4-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 744.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 744	A-AFFY-44	P-MTAB-1068	SH-4_SS287019_HG-U133_Plus_2_HCHP-174007_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SH-4_SS287019_HG-U133_Plus_2_HCHP-174007_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SH4	ICDO: 44	ATCC	Skin	NCI Thesaurus
SHP77 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-2195	P-MTAB-1063	SHP77 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SHP77-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 745.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 745	A-AFFY-44	P-MTAB-1068	SHP-77_SS239133_HG-U133_Plus_2_HCHP-167915_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SHP-77_SS239133_HG-U133_Plus_2_HCHP-167915_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Carcinoma	NCI Thesaurus	SHP77	ICDO: 34	ATCC	Lung	NCI Thesaurus
SHP77 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-2195	P-MTAB-1063	SHP77 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SHP77-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 746.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 746	A-AFFY-44	P-MTAB-1068	SHP-77_SS239134_HG-U133_Plus_2_HCHP-167916_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SHP-77_SS239134_HG-U133_Plus_2_HCHP-167916_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Carcinoma	NCI Thesaurus	SHP77	ICDO: 34	ATCC	Lung	NCI Thesaurus
SHP77 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-2195	P-MTAB-1063	SHP77 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SHP77-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 747.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 747	A-AFFY-44	P-MTAB-1068	SHP-77_SS239135_HG-U133_Plus_2_HCHP-167917_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SHP-77_SS239135_HG-U133_Plus_2_HCHP-167917_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Carcinoma	NCI Thesaurus	SHP77	ICDO: 34	ATCC	Lung	NCI Thesaurus
SiHa - Replicate 3	Cell	The MGED Ontology	Cervix Uteri	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 53	ATCC	CatalogNumber: HTB-35	P-MTAB-1063	SiHa - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SiHa-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 748.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 748	A-AFFY-44	P-MTAB-1068	SiHa_SS268305_HG-U133_Plus_2_HCHP-168787_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SiHa_SS268305_HG-U133_Plus_2_HCHP-168787_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Carcinoma	NCI Thesaurus	SiHa	ICDO: 53	ATCC	Cervix Uteri	NCI Thesaurus
SiHa - Replicate 2	Cell	The MGED Ontology	Cervix Uteri	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 53	ATCC	CatalogNumber: HTB-35	P-MTAB-1063	SiHa - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SiHa-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 749.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 749	A-AFFY-44	P-MTAB-1068	SiHa_SS268306_HG-U133_Plus_2_HCHP-168788_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SiHa_SS268306_HG-U133_Plus_2_HCHP-168788_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Carcinoma	NCI Thesaurus	SiHa	ICDO: 53	ATCC	Cervix Uteri	NCI Thesaurus
SiHa - Replicate 1	Cell	The MGED Ontology	Cervix Uteri	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 53	ATCC	CatalogNumber: HTB-35	P-MTAB-1063	SiHa - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SiHa-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 750.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 750	A-AFFY-44	P-MTAB-1068	SiHa_SS268307_HG-U133_Plus_2_HCHP-168789_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SiHa_SS268307_HG-U133_Plus_2_HCHP-168789_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Carcinoma	NCI Thesaurus	SiHa	ICDO: 53	ATCC	Cervix Uteri	NCI Thesaurus
SJRH30 - Replicate 1	Cell	The MGED Ontology	Muscle	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-2061	P-MTAB-1063	SJRH30 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SJRH30-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 751.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 751	A-AFFY-44	P-MTAB-1068	SJRH30_SS335849_HG-U133_Plus_2_HCHP-209575_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SJRH30_SS335849_HG-U133_Plus_2_HCHP-209575_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Rhabdomyosarcoma	NCI Thesaurus	SJRH30	ICDO: 49	ATCC	Muscle	NCI Thesaurus
SJRH30 - Replicate 3	Cell	The MGED Ontology	Eye	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-2061	P-MTAB-1063	SJRH30 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SJRH30-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 752.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 752	A-AFFY-44	P-MTAB-1068	SJRH30_SS335850_HG-U133_Plus_2_HCHP-209576_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SJRH30_SS335850_HG-U133_Plus_2_HCHP-209576_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Rhabdomyosarcoma	NCI Thesaurus	SJRH30	ICDO: 49	ATCC	Eye	NCI Thesaurus
SJRH30 - Replicate 2	Cell	The MGED Ontology	Eye	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-2061	P-MTAB-1063	SJRH30 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SJRH30-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 753.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 753	A-AFFY-44	P-MTAB-1068	SJRH30_SS335851_HG-U133_Plus_2_HCHP-209577_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SJRH30_SS335851_HG-U133_Plus_2_HCHP-209577_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Rhabdomyosarcoma	NCI Thesaurus	SJRH30	ICDO: 49	ATCC	Eye	NCI Thesaurus
SJSA1 - Replicate 3	Cell	The MGED Ontology	Bone	NCI Thesaurus	Homo sapiens	Osteosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-2098	P-MTAB-1063	SJSA1 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SJSA1-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 754.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 754	A-AFFY-44	P-MTAB-1068	SJSA-1_SS125528_HG-U133_Plus_2_HCHP-91421_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SJSA-1_SS125528_HG-U133_Plus_2_HCHP-91421_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Osteosarcoma	NCI Thesaurus	SJSA1	ICDO: 49	ATCC	Bone	NCI Thesaurus
SJSA1 - Replicate 2	Cell	The MGED Ontology	Bone	NCI Thesaurus	Homo sapiens	Osteosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-2098	P-MTAB-1063	SJSA1 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SJSA1-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 755.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 755	A-AFFY-44	P-MTAB-1068	SJSA-1_SS125529_HG-U133_Plus_2_HCHP-91422_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SJSA-1_SS125529_HG-U133_Plus_2_HCHP-91422_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Osteosarcoma	NCI Thesaurus	SJSA1	ICDO: 49	ATCC	Bone	NCI Thesaurus
SJSA1 - Replicate 1	Cell	The MGED Ontology	Bone	NCI Thesaurus	Homo sapiens	Osteosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-2098	P-MTAB-1063	SJSA1 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SJSA1-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 756.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 756	A-AFFY-44	P-MTAB-1068	SJSA-1_SS125530_HG-U133_Plus_2_HCHP-91423_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SJSA-1_SS125530_HG-U133_Plus_2_HCHP-91423_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Osteosarcoma	NCI Thesaurus	SJSA1	ICDO: 49	ATCC	Bone	NCI Thesaurus
SKLMS1 - Replicate 3	Cell	The MGED Ontology	Vulva	NCI Thesaurus	Homo sapiens	Sarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: HTB-88	P-MTAB-1063	SKLMS1 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKLMS1-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 757.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 757	A-AFFY-44	P-MTAB-1068	SK-LMS-1_SS275785_HG-U133_Plus_2_HCHP-167957_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SK-LMS-1_SS275785_HG-U133_Plus_2_HCHP-167957_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Sarcoma	NCI Thesaurus	SKLMS1	ICDO: 49	ATCC	Vulva	NCI Thesaurus
SKLMS1 - Replicate 2	Cell	The MGED Ontology	Vulva	NCI Thesaurus	Homo sapiens	Sarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: HTB-88	P-MTAB-1063	SKLMS1 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKLMS1-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 758.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 758	A-AFFY-44	P-MTAB-1068	SK-LMS-1_SS275786_HG-U133_Plus_2_HCHP-167958_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SK-LMS-1_SS275786_HG-U133_Plus_2_HCHP-167958_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Sarcoma	NCI Thesaurus	SKLMS1	ICDO: 49	ATCC	Vulva	NCI Thesaurus
SKLMS1 - Replicate 1	Cell	The MGED Ontology	Vulva	NCI Thesaurus	Homo sapiens	Sarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: HTB-88	P-MTAB-1063	SKLMS1 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKLMS1-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 759.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 759	A-AFFY-44	P-MTAB-1068	SK-LMS-1_SS275787_HG-U133_Plus_2_HCHP-167959_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.19.zip	P-MTAB-1069	SK-LMS-1_SS275787_HG-U133_Plus_2_HCHP-167959_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Sarcoma	NCI Thesaurus	SKLMS1	ICDO: 49	ATCC	Vulva	NCI Thesaurus
SKMEL1 - Replicate 3	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: HTB-67	P-MTAB-1063	SKMEL1 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKMEL1-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 760.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 760	A-AFFY-44	P-MTAB-1068	SK-MEL-1_SS268309_HG-U133_Plus_2_HCHP-173981_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.20.zip	P-MTAB-1069	SK-MEL-1_SS268309_HG-U133_Plus_2_HCHP-173981_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SKMEL1	ICDO: 44	ATCC	Skin	NCI Thesaurus
SKMEL1 - Replicate 2	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: HTB-67	P-MTAB-1063	SKMEL1 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKMEL1-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 761.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 761	A-AFFY-44	P-MTAB-1068	SK-MEL-1_SS268310_HG-U133_Plus_2_HCHP-173982_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.20.zip	P-MTAB-1069	SK-MEL-1_SS268310_HG-U133_Plus_2_HCHP-173982_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SKMEL1	ICDO: 44	ATCC	Skin	NCI Thesaurus
SKMEL1 - Replicate 1	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: HTB-67	P-MTAB-1063	SKMEL1 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKMEL1-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 762.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 762	A-AFFY-44	P-MTAB-1068	SK-MEL-1_SS268311_HG-U133_Plus_2_HCHP-173983_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.20.zip	P-MTAB-1069	SK-MEL-1_SS268311_HG-U133_Plus_2_HCHP-173983_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SKMEL1	ICDO: 44	ATCC	Skin	NCI Thesaurus
SKMEL3 - Replicate 3	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: HTB-69	P-MTAB-1063	SKMEL3 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKMEL3-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 763.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 763	A-AFFY-44	P-MTAB-1068	SK-MEL-3_SS125531_HG-U133_Plus_2_HCHP-95924_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.20.zip	P-MTAB-1069	SK-MEL-3_SS125531_HG-U133_Plus_2_HCHP-95924_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SKMEL3	ICDO: 44	ATCC	Skin	NCI Thesaurus
SKMEL3 - Replicate 2	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: HTB-69	P-MTAB-1063	SKMEL3 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	SKMEL3-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 764.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 764	A-AFFY-44	P-MTAB-1068	SK-MEL-3_SS125532_HG-U133_Plus_2_HCHP-95925_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.20.zip	P-MTAB-1069	SK-MEL-3_SS125532_HG-U133_Plus_2_HCHP-95925_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Melanoma	NCI Thesaurus	SKMEL3	ICDO: 44	ATCC	Skin	NCI Thesaurus
